Ref	Idx	Greek	Editions	TAGNT-Idx	SBL:Idx	SBL:TAGNT-Idx	NA28:Idx	NA28:TAGNT-Idx	RP05:Idx	RP05:TAGNT-Idx	|
Jhn.18.3	@1:1	ἐκ	SBL WH Treg NA28 NA27 NIV	@12	@12	@12	@12	@12			|
Jhn.18.3	@1:2	τῶν	SBL WH Treg NA28 NA27 NIV	@13	@13	@13	@13	@13			|
Jhn.18.4	@1:1	οὖν	SBL WH RP NA28 NA27 NIV TR	@2	@2	@2	@2	@2	@2	@2	|
Jhn.18.4	@1:2	δὲ	Treg								|
Jhn.18.4	@2:1	ἐξῆλθεν	SBL WH Treg NA28 NA27 NIV	@9	@9	@9	@9	@9			|
Jhn.18.4	@2:2	καὶ	SBL WH Treg NA28 NA27 NIV	@10	@10	@10	@10	@10			|
Jhn.18.4	@2:3	λέγει	SBL WH Treg NA28 NA27 NIV	@11	@11	@11	@11	@11			|
Jhn.18.4	@2:4	ἐξελθὼν	RP TR	@80					@9	@80	|
Jhn.18.4	@2:5	εἶπεν	RP TR	@81					@10	@81	|
Jhn.18.5	@1:1	αὐτοῖς	SBL WH Treg RP NA28 NA27 NIV TR	@7	@7	@7	@7	@7	@7	@7	|
Jhn.18.5	@1:2	ὁ	RP TR	@8					@8	@8	|
Jhn.18.5	@1:3	Ἰησοῦς	RP TR	@9					@9	@9	|
Jhn.18.6	@1:1	αὐτοῖς	SBL WH Treg RP NA28 NA27 NIV TR	@4	@4	@4	@4	@4	@4	@4	|
Jhn.18.6	@1:2	ὅτι	RP TR	@5					@5	@5	|
Jhn.18.7	@1:1	ἐπηρώτησεν	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
Jhn.18.7	@1:2	αὐτούς	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
Jhn.18.7	@1:3	αὐτούς	RP TR	@4					@3	@4	|
Jhn.18.7	@1:4	ἐπηρώτησεν	RP TR	@3					@4	@3	|
Jhn.18.10	@1:1	ὠτάριον	SBL WH Treg NA28 NA27 NIV	@18	@18	@18	@18	@18			|
Jhn.18.10	@1:2	ὠτίον	RP TR	@80					@18	@80	|
Jhn.18.11	@1:1	μάχαιραν	SBL WH Treg RP NA28 NA27 NIV TR	@9	@9	@9	@9	@9	@9	@9	|
Jhn.18.11	@1:2	σου	RP TR	@10					@10	@10	|
Jhn.18.13	@1:1	ἤγαγον	SBL WH Treg NA28 NA27 NIV	@2	@2	@2	@2	@2			|
Jhn.18.13	@1:2	ἀπήγαγον	RP TR	@80					@2	@80	|
Jhn.18.13	@1:3	αὐτὸν	RP TR	@3					@3	@3	|
Jhn.18.14	@1:1	ἀποθανεῖν	SBL WH Treg NA28 NA27 NIV	@12	@12	@12	@12	@12			|
Jhn.18.14	@1:2	ἀπολέσθαι	RP TR	@80					@12	@80	|
Jhn.18.15	@1:1	καὶ	SBL WH Treg RP NA28 NA27 NIV TR	@7	@7	@7	@7	@7	@7	@7	|
Jhn.18.15	@1:2	ὁ	Treg RP TR	@8					@8	@8	|
Jhn.18.16	@1:1	ὁ	SBL WH Treg NA28 NA27 NIV	@15	@15	@15	@15	@15			|
Jhn.18.16	@1:2	ὅς	RP TR	@80					@15	@80	|
Jhn.18.16	@1:3	ἦν	RP TR	@16					@16	@16	|
Jhn.18.16	@2:1	τοῦ	SBL WH Treg NA28 NA27 NIV	@18	@17	@18	@17	@18			|
Jhn.18.16	@2:2	ἀρχιερέως	SBL WH Treg NA28 NA27 NIV	@19	@18	@19	@18	@19			|
Jhn.18.16	@2:3	τῷ	RP TR	@81					@18	@81	|
Jhn.18.16	@2:4	ἀρχιερεῖ	RP TR	@82					@19	@82	|
Jhn.18.17	@1:1	τῷ	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
Jhn.18.17	@1:2	Πέτρῳ	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
Jhn.18.17	@1:3	ἡ	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
Jhn.18.17	@1:4	παιδίσκη	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
Jhn.18.17	@1:5	ἡ	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
Jhn.18.17	@1:6	θυρωρός	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
Jhn.18.17	@1:7	ἡ	RP TR	@5					@3	@5	|
Jhn.18.17	@1:8	παιδίσκη	RP TR	@6					@4	@6	|
Jhn.18.17	@1:9	ἡ	RP TR	@7					@5	@7	|
Jhn.18.17	@1:10	θυρωρός	RP TR	@8					@6	@8	|
Jhn.18.17	@1:11	τῷ	RP TR	@3					@7	@3	|
Jhn.18.17	@1:12	Πέτρῳ	RP TR	@4					@8	@4	|
Jhn.18.18	@1:1	καὶ	SBL WH Treg NA28 NA27 NIV	@17	@17	@17	@17	@17			|
Jhn.18.18	@1:2	ὁ	SBL WH Treg NA28 NA27 NIV	@18	@18	@18	@18	@18			|
Jhn.18.18	@1:3	Πέτρος	SBL WH Treg NA28 NA27 NIV	@19	@19	@19	@19	@19			|
Jhn.18.18	@1:4	μετʼ	SBL WH Treg NA28 NA27 NIV	@20	@20	@20	@20	@20			|
Jhn.18.18	@1:5	αὐτῶν	SBL WH Treg NA28 NA27 NIV	@21	@21	@21	@21	@21			|
Jhn.18.18	@1:6	μετʼ	RP TR	@20					@17	@20	|
Jhn.18.18	@1:7	αὐτῶν	RP TR	@21					@18	@21	|
Jhn.18.18	@1:8	ὁ	RP TR	@18					@19	@18	|
Jhn.18.18	@1:9	Πέτρος	RP TR	@19					@20	@19	|
Jhn.18.20	@1:1	αὐτῷ	SBL WH Treg RP NA28 NA27 NIV TR	@2	@2	@2	@2	@2	@2	@2	|
Jhn.18.20	@1:2	ὁ	RP TR	@3					@3	@3	|
Jhn.18.20	@2:1	λελάληκα	SBL WH Treg NA28 NA27 NIV	@7	@6	@7	@6	@7			|
Jhn.18.20	@2:2	ἐλάλησα	RP TR	@81					@7	@81	|
Jhn.18.20	@3:1	πάντες	SBL WH Treg NA28 NA27 NIV	@21	@19	@21	@19	@21			|
Jhn.18.20	@3:2	πάντοτε	RP TR	@80					@20	@80	|
Jhn.18.21	@1:1	ἐρωτᾷς	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
Jhn.18.21	@1:2	ἐρώτησον	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
Jhn.18.21	@1:3	ἐπερωτᾷς	RP TR	@80					@3	@80	|
Jhn.18.21	@1:4	Ἐπερώτησον	RP TR	@81					@4	@81	|
Jhn.18.22	@1:1	παρεστηκὼς	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
Jhn.18.22	@1:2	τῶν	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
Jhn.18.22	@1:3	ὑπηρετῶν	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
Jhn.18.22	@1:4	τῶν	RP TR	@7					@6	@7	|
Jhn.18.22	@1:5	ὑπηρετῶν	RP TR	@8					@7	@8	|
Jhn.18.22	@1:6	παρεστηκὼς	RP TR	@6					@8	@6	|
Jhn.18.23	@1:1	αὐτῷ	SBL WH Treg RP NA28 NA27 NIV TR	@2	@2	@2	@2	@2	@2	@2	|
Jhn.18.23	@1:2	ὁ	RP TR	@3					@3	@3	|
Jhn.18.24	@1:1	οὖν	SBL WH Treg NA28 NA27 NIV	@2	@2	@2	@2	@2			|
Jhn.18.25	@1:1	ἠρνήσατο	SBL WH Treg RP NA28 NA27 NIV TR	@19	@19	@19	@19	@19	@19	@19	|
Jhn.18.25	@1:2	οὖν	RP TR	@20					@20	@20	|
Jhn.18.27	@1:1	ἠρνήσατο	SBL WH Treg RP NA28 NA27 NIV TR	@3	@3	@3	@3	@3	@3	@3	|
Jhn.18.27	@1:2	ὁ	RP TR	@4					@4	@4	|
Jhn.18.28	@1:1	ἀλλὰ	SBL WH Treg NA28 NA27 NIV	@24	@24	@24	@24	@24			|
Jhn.18.28	@1:2	ἀλλʼ	RP TR	@24					@24	@24	|
Jhn.18.28	@1:3	ἵνα	RP TR	@25					@25	@25	|
Jhn.18.29	@1:1	ἔξω	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
Jhn.18.29	@2:1	φησίν	SBL WH Treg NA28 NA27 NIV	@9	@9	@9	@9	@9			|
Jhn.18.29	@2:2	εἶπεν	RP TR	@80					@8	@80	|
Jhn.18.29	@3:1	κατὰ	SBL Treg RP NA28 NA27 NIV TR	@13	@13	@13	@13	@13	@12	@13	|
Jhn.18.30	@1:1	κακὸν	SBL WH Treg NA28 NA27 NIV	@9	@9	@9	@9	@9			|
Jhn.18.30	@1:2	ποιῶν	SBL WH Treg NA28 NA27 NIV	@10	@10	@10	@10	@10			|
Jhn.18.30	@1:3	κακοποιός	RP TR	@80					@9	@80	|
Jhn.18.31	@1:1	ὁ	SBL Treg RP NA28 NA27 NIV TR	@4	@4	@4	@4	@4	@4	@4	|
Jhn.18.31	@2:1	εἶπον	SBL WH Treg RP NA28 NA27 NIV TR	@16	@16	@16	@16	@16	@16	@16	|
Jhn.18.31	@2:2	οὖν	RP TR	@17					@17	@17	|
Jhn.18.33	@1:1	πάλιν	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
Jhn.18.33	@1:2	εἰς	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
Jhn.18.33	@1:3	τὸ	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
Jhn.18.33	@1:4	πραιτώριον	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
Jhn.18.33	@1:5	εἰς	RP TR	@4					@3	@4	|
Jhn.18.33	@1:6	τὸ	RP TR	@5					@4	@5	|
Jhn.18.33	@1:7	πραιτώριον	RP TR	@6					@5	@6	|
Jhn.18.33	@1:8	πάλιν	RP TR	@3					@6	@3	|
Jhn.18.34	@1:1	ἀπεκρίθη	SBL WH Treg RP NA28 NA27 NIV TR	@1	@1	@1	@1	@1	@1	@1	|
Jhn.18.34	@1:2	αὐτῷ	RP TR	@2					@2	@2	|
Jhn.18.34	@1:3	ὁ	RP TR	@3					@3	@3	|
Jhn.18.34	@2:1	Ἀπὸ	SBL WH Treg NA28 NA27 NIV	@5	@3	@5	@3	@5			|
Jhn.18.34	@2:2	σεαυτοῦ	SBL WH Treg NA28 NA27 NIV	@6	@4	@6	@4	@6			|
Jhn.18.34	@2:3	Ἀφʼ	RP TR	@5					@5	@5	|
Jhn.18.34	@2:4	ἑαυτοῦ	RP TR	@80					@6	@80	|
Jhn.18.34	@3:1	εἶπόν	SBL WH Treg NA28 NA27 NIV	@12	@10	@12	@10	@12			|
Jhn.18.34	@3:2	σοι	SBL WH Treg NA28 NA27 NIV	@13	@11	@13	@11	@13			|
Jhn.18.34	@3:3	σοι	RP TR	@13					@12	@13	|
Jhn.18.34	@3:4	εἶπόν	RP TR	@12					@13	@12	|
Jhn.18.36	@1:1	οἱ	SBL WH Treg NA28 NA27 NIV	@26	@25	@26	@25	@26			|
Jhn.18.36	@1:2	ἐμοὶ	SBL WH Treg NA28 NA27 NIV	@27	@26	@27	@26	@27			|
Jhn.18.36	@1:3	ἠγωνίζοντο	SBL WH Treg NA28 NA27 NIV	@28	@27	@28	@27	@28			|
Jhn.18.36	@1:4	ἄν	SBL WH Treg NA28 NA27 NIV	@29	@28	@29	@28	@29			|
Jhn.18.36	@1:5	ἄν	RP TR	@29					@25	@29	|
Jhn.18.36	@1:6	οἱ	RP TR	@26					@26	@26	|
Jhn.18.36	@1:7	ἐμοὶ	RP TR	@27					@27	@27	|
Jhn.18.36	@1:8	ἠγωνίζοντο	RP TR	@28					@28	@28	|
Jhn.18.37	@1:1	ὁ	SBL WH Treg NA28 NA27 NIV	@11	@11	@11	@11	@11			|
Jhn.18.37	@2:1	εἰμι	SBL WH Treg RP NA28 NA27 NIV TR	@17	@17	@17	@17	@17	@16	@17	|
Jhn.18.37	@2:2	ἐγώ	RP TR	@18					@17	@18	|
Jhn.18.38	@1:1	εὑρίσκω	SBL WH Treg NA28 NA27 NIV	@21	@21	@21	@21	@21			|
Jhn.18.38	@1:2	ἐν	SBL WH Treg NA28 NA27 NIV	@22	@22	@22	@22	@22			|
Jhn.18.38	@1:3	αὐτῷ	SBL WH Treg NA28 NA27 NIV	@23	@23	@23	@23	@23			|
Jhn.18.38	@1:4	αἰτίαν	SBL WH Treg NA28 NA27 NIV	@24	@24	@24	@24	@24			|
Jhn.18.38	@1:5	αἰτίαν	RP TR	@24					@21	@24	|
Jhn.18.38	@1:6	εὑρίσκω	RP TR	@21					@22	@21	|
Jhn.18.38	@1:7	ἐν	RP TR	@22					@23	@22	|
Jhn.18.38	@1:8	αὐτῷ	RP TR	@23					@24	@23	|
Jhn.18.39	@1:1	ἀπολύσω	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
Jhn.18.39	@1:2	ὑμῖν	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
Jhn.18.39	@1:3	ὑμῖν	RP TR	@8					@7	@8	|
Jhn.18.39	@1:4	ἀπολύσω	RP TR	@7					@8	@7	|
Jhn.18.39	@2:1	ἀπολύσω	SBL WH Treg NA28 NA27 NIV	@14	@14	@14	@14	@14			|
Jhn.18.39	@2:2	ὑμῖν	SBL WH Treg NA28 NA27 NIV	@15	@15	@15	@15	@15			|
Jhn.18.39	@2:3	ὑμῖν	RP TR	@15					@14	@15	|
Jhn.18.39	@2:4	ἀπολύσω	RP TR	@14					@15	@14	|
Jhn.18.40	@1:1	πάλιν	SBL WH Treg RP NA28 NA27 NIV TR	@3	@3	@3	@3	@3	@3	@3	|
Jhn.18.40	@1:2	πάντες	Treg RP TR	@4					@4	@4	|
Jhn.19.3	@1:B	και	SBL WH Treg RP NA28 NA27 NIV TR		@1	@1	@1	@1	@1	@5	|
Jhn.19.3	@1:1	ἤρχοντο	SBL WH Treg NA28 NA27 NIV	@2	@2	@2	@2	@2			|
Jhn.19.3	@1:2	πρὸς	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
Jhn.19.3	@1:3	αὐτὸν	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
Jhn.19.3	@1:4	καὶ	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
Jhn.19.4	@1:1	καὶ	SBL WH Treg NA28 NA27 NIV	@1	@1	@1	@1	@1			|
Jhn.19.4	@1:2	ἐξῆλθεν	SBL WH Treg NA28 NA27 NIV	@2	@2	@2	@2	@2			|
Jhn.19.4	@1:3	Ἐξῆλθεν	RP TR	@2					@1	@2	|
Jhn.19.4	@1:4	οὖν	RP TR	@3					@2	@3	|
Jhn.19.4	@2:1	οὐδεμίαν	SBL WH Treg NA28 NA27 NIV	@19	@18	@19	@18	@19			|
Jhn.19.4	@2:2	αἰτίαν	SBL WH Treg NA28 NA27 NIV	@20	@19	@20	@19	@20			|
Jhn.19.4	@2:3	εὑρίσκω	SBL WH Treg NA28 NA27 NIV	@21	@20	@21	@20	@21			|
Jhn.19.4	@2:4	ἐν	SBL WH Treg NA28 NA27 NIV	@22	@21	@22	@21	@22			|
Jhn.19.4	@2:5	αὐτῷ	SBL WH Treg NA28 NA27 NIV	@23	@22	@23	@22	@23			|
Jhn.19.4	@2:6	ἐν	RP TR	@22					@18	@22	|
Jhn.19.4	@2:7	αὐτῷ	RP TR	@23					@19	@23	|
Jhn.19.4	@2:8	οὐδεμίαν	RP TR	@19					@20	@19	|
Jhn.19.4	@2:9	αἰτίαν	RP TR	@20					@21	@20	|
Jhn.19.4	@2:10	εὑρίσκω	RP TR	@21					@22	@21	|
Jhn.19.5	@1:1	Ἰδοὺ	SBL WH Treg NA28 NA27 NIV	@17	@17	@17	@17	@17			|
Jhn.19.5	@1:2	Ἴδε	RP TR	@80					@17	@80	|
Jhn.19.6	@1:1	σταύρωσον	SBL WH Treg RP NA28 NA27 NIV TR	@13	@13	@13	@13	@13	@13	@13	|
Jhn.19.6	@1:2	αὐτὸν	RP TR	@14					@14	@14	|
Jhn.19.7	@1:1	νόμον	SBL WH Treg RP NA28 NA27 NIV TR	@11	@11	@11	@11	@11	@11	@11	|
Jhn.19.7	@1:2	ἡμῶν	RP TR	@12					@12	@12	|
Jhn.19.7	@2:1	υἱὸν	SBL WH Treg NA28 NA27 NIV	@16	@15	@16	@15	@16			|
Jhn.19.7	@2:2	θεοῦ	SBL WH Treg NA28 NA27 NIV	@17	@16	@17	@16	@17			|
Jhn.19.7	@2:3	ἑαυτὸν	SBL WH Treg NA28 NA27 NIV	@18	@17	@18	@17	@18			|
Jhn.19.7	@2:4	ἑαυτὸν	RP TR	@18					@16	@18	|
Jhn.19.7	@2:5	υἱὸν	RP TR	@16					@17	@16	|
Jhn.19.7	@2:6	θεοῦ	RP TR	@17					@18	@17	|
Jhn.19.10	@1:1	ἀπολῦσαί	SBL WH Treg NA28 NA27 NIV	@14	@14	@14	@14	@14			|
Jhn.19.10	@1:2	σε	SBL WH Treg NA28 NA27 NIV	@15	@15	@15	@15	@15			|
Jhn.19.10	@1:3	ἔχω	SBL WH Treg NA28 NA27 NIV	@18	@18	@18	@18	@18			|
Jhn.19.10	@1:4	σταυρῶσαί	SBL WH Treg NA28 NA27 NIV	@19	@19	@19	@19	@19			|
Jhn.19.10	@1:5	σταυρῶσαί	RP TR	@19					@14	@19	|
Jhn.19.10	@1:6	σε	RP TR	@15					@15	@15	|
Jhn.19.10	@1:7	ἔχω	RP TR	@18					@18	@18	|
Jhn.19.10	@1:8	ἀπολῦσαί	RP TR	@14					@19	@14	|
Jhn.19.11	@1:1	αὐτῷ	SBL WH Treg NA28 NA27 NIV	@2	@2	@2	@2	@2			|
Jhn.19.11	@2:1	κατʼ	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
Jhn.19.11	@2:2	ἐμοῦ	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
Jhn.19.11	@2:3	οὐδεμίαν	SBL WH Treg NA28 NA27 NIV	@9	@9	@9	@9	@9			|
Jhn.19.11	@2:4	οὐδεμίαν	RP TR	@9					@6	@9	|
Jhn.19.11	@2:5	κατʼ	RP TR	@7					@7	@7	|
Jhn.19.11	@2:6	ἐμοῦ	RP TR	@8					@8	@8	|
Jhn.19.11	@3:1	δεδομένον	SBL WH Treg NA28 NA27 NIV	@13	@13	@13	@13	@13			|
Jhn.19.11	@3:2	σοι	SBL WH Treg NA28 NA27 NIV	@14	@14	@14	@14	@14			|
Jhn.19.11	@3:3	σοι	RP TR	@14					@12	@14	|
Jhn.19.11	@3:4	δεδομένον	RP TR	@13					@13	@13	|
Jhn.19.11	@4:1	παραδούς	SBL WH NA28 NA27 NIV	@19	@19	@19	@19	@19			|
Jhn.19.11	@4:2	παραδιδούς	Treg RP TR	@80					@18	@80	|
Jhn.19.12	@1:1	ὁ	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
Jhn.19.12	@1:2	Πιλᾶτος	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
Jhn.19.12	@1:3	ἐζήτει	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
Jhn.19.12	@1:4	ἐζήτει	RP TR	@5					@3	@5	|
Jhn.19.12	@1:5	ὁ	RP TR	@3					@4	@3	|
Jhn.19.12	@1:6	Πιλᾶτος	RP TR	@4					@5	@4	|
Jhn.19.12	@2:1	ἐκραύγασαν	SBL WH Treg NA28 NA27 NIV	@11	@11	@11	@11	@11			|
Jhn.19.12	@2:2	ἔκραζον	RP TR	@80					@11	@80	|
Jhn.19.13	@1:1	τῶν	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
Jhn.19.13	@1:2	λόγων	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
Jhn.19.13	@1:3	τούτων	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
Jhn.19.13	@1:4	τοῦτον	RP TR	@81					@5	@81	|
Jhn.19.13	@1:5	τὸν	RP TR	@82					@6	@82	|
Jhn.19.13	@1:6	λόγον	RP TR	@80					@7	@80	|
Jhn.19.13	@2:1	ἐπὶ	SBL WH Treg RP NA28 NA27 NIV TR	@14	@14	@14	@14	@14	@14	@14	|
Jhn.19.13	@2:2	τοῦ	RP TR	@15					@15	@15	|
Jhn.19.14	@1:1	ἦν	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
Jhn.19.14	@1:2	ὡς	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
Jhn.19.14	@1:3	δὲ	RP TR	@80					@7	@80	|
Jhn.19.14	@1:4	ὡσεὶ	RP TR	@81					@8	@81	|
Jhn.19.15	@1:1	ἐκραύγασαν	SBL WH Treg NA28 NA27 NIV	@3	@1	@3	@1	@3			|
Jhn.19.15	@1:2	οὖν	SBL WH Treg NA28 NA27 NIV	@4	@2	@4	@2	@4			|
Jhn.19.15	@1:3	ἐκεῖνοι	SBL WH Treg NA28 NA27 NIV	@5	@3	@5	@3	@5			|
Jhn.19.15	@1:4	Οἱ	RP TR	@1					@1	@1	|
Jhn.19.15	@1:5	δὲ	RP TR	@2					@2	@2	|
Jhn.19.15	@1:6	ἐκραύγασαν	RP TR	@3					@3	@3	|
Jhn.19.16	@1:1	οὖν	SBL WH Treg NA28 NA27 NIV	@9	@9	@9	@9	@9			|
Jhn.19.16	@1:2	δὲ	RP TR	@80					@9	@80	|
Jhn.19.16	@2:1	Ἰησοῦν	SBL WH Treg RP NA28 NA27 NIV TR	@11	@11	@11	@11	@11	@11	@11	|
Jhn.19.16	@2:2	καὶ	RP TR	@12					@12	@12	|
Jhn.19.16	@2:3	ἤγαγον	RP TR	@13					@13	@13	|
Jhn.19.17	@1:1	αὑτῷ	SBL WH Treg	@3	@3	@3					|
Jhn.19.17	@1:2	τὸν	SBL WH Treg	@4	@4	@4					|
Jhn.19.17	@1:3	σταυρὸν	SBL WH Treg	@5	@5	@5					|
Jhn.19.17	@1:4	ἑαυτῷ	NA28 NA27 NIV	@3			@3	@3			|
Jhn.19.17	@1:5	τὸν	NA28 NA27 NIV	@4			@4	@4			|
Jhn.19.17	@1:6	σταυρὸν	NA28 NA27 NIV	@5			@5	@5			|
Jhn.19.17	@1:7	τὸν	RP TR	@4					@3	@4	|
Jhn.19.17	@1:8	σταυρὸν	RP TR	@5					@4	@5	|
Jhn.19.17	@1:9	αὐτοῦ	RP TR	@80					@5	@80	|
Jhn.19.17	@2:1	τὸν	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
Jhn.19.17	@2:2	τόπον	RP TR	@82					@8	@82	|
Jhn.19.17	@3:1	ὃ	SBL WH Treg NA28 NA27 NIV	@12	@12	@12	@12	@12			|
Jhn.19.17	@3:2	ὅς	RP TR	@81					@12	@81	|
Jhn.19.20	@1:1	Ῥωμαϊστί	SBL WH Treg NA28 NA27 NIV	@24	@24	@24	@24	@24			|
Jhn.19.20	@1:2	Ἑλληνιστί	SBL WH Treg NA28 NA27 NIV	@25	@25	@25	@25	@25			|
Jhn.19.20	@1:3	Ἑλληνιστί	RP TR	@25					@24	@25	|
Jhn.19.20	@1:4	Ῥωμαϊστί	RP TR	@24					@25	@24	|
Jhn.19.21	@1:1	τῶν	SBL WH Treg	@21	@20	@21					|
Jhn.19.21	@1:2	Ἰουδαίων	SBL WH Treg	@22	@21	@22					|
Jhn.19.21	@1:3	εἰμί	SBL WH Treg	@20	@22	@20					|
Jhn.19.21	@1:4	εἰμι	RP NA28 NA27 NIV TR	@20			@20	@20	@20	@20	|
Jhn.19.21	@1:5	τῶν	RP NA28 NA27 NIV TR	@21			@21	@21	@21	@21	|
Jhn.19.21	@1:6	Ἰουδαίων	RP NA28 NA27 NIV TR	@22			@22	@22	@22	@22	|
Jhn.19.24	@1:1	ἡ	SBL Treg RP NA28 NA27 NIV TR	@18	@18	@18	@18	@18	@18	@18	|
Jhn.19.24	@1:2	λέγουσα	SBL Treg RP NA28 NA27 NIV TR	@19	@19	@19	@19	@19	@19	@19	|
Jhn.19.26	@1:1	μητρί	SBL WH Treg RP NA28 NA27 NIV TR	@14	@14	@14	@14	@14	@14	@14	|
Jhn.19.26	@1:2	αὐτοῦ	RP TR	@15					@15	@15	|
Jhn.19.26	@2:1	ἴδε	SBL WH Treg NA28 NA27 NIV	@17	@16	@17	@16	@17			|
Jhn.19.26	@2:2	ἰδοὺ	RP TR	@80					@17	@80	|
Jhn.19.27	@1:1	Ἴδε	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
Jhn.19.27	@1:2	Ἰδοὺ	RP TR	@80					@5	@80	|
Jhn.19.28	@1:1	εἰδὼς	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
Jhn.19.28	@1:2	ἰδὼν	RP TR	@80					@3	@80	|
Jhn.19.28	@2:1	ἤδη	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
Jhn.19.28	@2:2	πάντα	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
Jhn.19.28	@2:3	πάντα	RP TR	@8					@7	@8	|
Jhn.19.28	@2:4	ἤδη	RP TR	@7					@8	@7	|
Jhn.19.29	@1:1	σκεῦος	SBL WH Treg RP NA28 NA27 NIV TR	@1	@1	@1	@1	@1	@1	@1	|
Jhn.19.29	@1:2	οὖν	RP TR	@7					@2	@7	|
Jhn.19.29	@2:1	σπόγγον	SBL WH Treg NA28 NA27 NIV	@6	@5	@6	@5	@6			|
Jhn.19.29	@2:2	οὖν	SBL WH Treg NA28 NA27 NIV	@7	@6	@7	@6	@7			|
Jhn.19.29	@2:3	μεστὸν	SBL WH Treg NA28 NA27 NIV	@8	@7	@8	@7	@8			|
Jhn.19.29	@2:4	τοῦ	SBL WH Treg NA28 NA27 NIV	@9	@8	@9	@8	@9			|
Jhn.19.29	@2:5	οἱ	RP TR	@80					@6	@80	|
Jhn.19.29	@2:6	δέ	RP TR	@81					@7	@81	|
Jhn.19.29	@2:7	πλήσαντες	RP TR	@82					@8	@82	|
Jhn.19.29	@2:8	σπόγγον	RP TR	@6					@9	@6	|
Jhn.19.29	@3:1	ὑσσώπῳ	SBL WH Treg NA28 NA27 NIV	@12	@10	@12	@10	@12			|
Jhn.19.29	@3:2	καὶ	RP TR	@11					@11	@11	|
Jhn.19.29	@3:3	ὑσσώπῳ	RP TR	@12					@12	@12	|
Jhn.19.31	@1:1	ἐπεὶ	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
Jhn.19.31	@1:2	παρασκευὴ	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
Jhn.19.31	@1:3	ἦν	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
Jhn.19.31	@1:4	ἵνα	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
Jhn.19.31	@1:5	σαββάτῳ	SBL WH Treg NA28 NA27 NIV	@17	@17	@17	@17	@17			|
Jhn.19.31	@1:6	ἵνα	RP TR	@7					@4	@7	|
Jhn.19.31	@1:7	σαββάτῳ	RP TR	@17					@14	@17	|
Jhn.19.31	@1:8	ἐπεὶ	RP TR	@80					@15	@80	|
Jhn.19.31	@1:9	παρασκευὴ	RP TR	@81					@16	@81	|
Jhn.19.31	@1:10	ἦν	RP TR	@82					@17	@82	|
Jhn.19.33	@1:1	ἤδη	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
